ITEM,DATE,UNITS,PRICE,Unit_cost
PL TWIST PRETZELS 15 OZ (1111009507),4/8/2009,7,1.5,0.495
PL TWIST PRETZELS 15 OZ (1111009507),4/15/2009,7,1.5,0.495
PL TWIST PRETZELS 15 OZ (1111009507),4/22/2009,10,1.24,0.4092
PL TWIST PRETZELS 15 OZ (1111009507),4/29/2009,14,1.24,0.4092
PL TWIST PRETZELS 15 OZ (1111009507),5/6/2009,5,1.05,0.3465
PL TWIST PRETZELS 15 OZ (1111009507),5/13/2009,11,1.24,0.4092
PL TWIST PRETZELS 15 OZ (1111009507),5/20/2009,7,1.25,0.4125
PL TWIST PRETZELS 15 OZ (1111009507),5/27/2009,10,1.15,0.3795
PL TWIST PRETZELS 15 OZ (1111009507),6/3/2009,13,1.24,0.4092
PL TWIST PRETZELS 15 OZ (1111009507),6/10/2009,8,1.25,0.4125
PL TWIST PRETZELS 15 OZ (1111009507),6/17/2009,1,1.52,0.5016
PL TWIST PRETZELS 15 OZ (1111009507),6/24/2009,14,1.68,0.5544
PL TWIST PRETZELS 15 OZ (1111009507),7/1/2009,11,1.69,0.5577
PL TWIST PRETZELS 15 OZ (1111009507),7/8/2009,24,1.68,0.5544
PL TWIST PRETZELS 15 OZ (1111009507),7/15/2009,13,1.25,0.4125
PL TWIST PRETZELS 15 OZ (1111009507),7/22/2009,11,1.25,0.4125
PL TWIST PRETZELS 15 OZ (1111009507),7/29/2009,13,1.24,0.4092
PL TWIST PRETZELS 15 OZ (1111009507),8/5/2009,9,1.25,0.4125
PL TWIST PRETZELS 15 OZ (1111009507),8/12/2009,15,1.22,0.4026
PL TWIST PRETZELS 15 OZ (1111009507),8/19/2009,12,1.25,0.4125
PL TWIST PRETZELS 15 OZ (1111009507),8/26/2009,11,1.25,0.4125
PL TWIST PRETZELS 15 OZ (1111009507),9/2/2009,15,1.17,0.3861
PL TWIST PRETZELS 15 OZ (1111009507),9/9/2009,13,1.25,0.4125
PL TWIST PRETZELS 15 OZ (1111009507),9/16/2009,13,1.25,0.4125
PL TWIST PRETZELS 15 OZ (1111009507),9/23/2009,23,1.24,0.4092
PL TWIST PRETZELS 15 OZ (1111009507),9/30/2009,11,1.23,0.4059
PL TWIST PRETZELS 15 OZ (1111009507),10/7/2009,10,1.5,0.495
PL TWIST PRETZELS 15 OZ (1111009507),10/14/2009,15,1.5,0.495
PL TWIST PRETZELS 15 OZ (1111009507),10/21/2009,19,1.49,0.4917
PL TWIST PRETZELS 15 OZ (1111009507),10/28/2009,24,1.5,0.495
PL TWIST PRETZELS 15 OZ (1111009507),11/4/2009,16,1.5,0.495
PL TWIST PRETZELS 15 OZ (1111009507),11/11/2009,13,1.49,0.4917
PL TWIST PRETZELS 15 OZ (1111009507),11/18/2009,21,1.5,0.495
PL TWIST PRETZELS 15 OZ (1111009507),11/25/2009,26,1.48,0.4884
PL TWIST PRETZELS 15 OZ (1111009507),12/2/2009,17,1.49,0.4917
PL TWIST PRETZELS 15 OZ (1111009507),12/9/2009,12,1.23,0.4059
PL TWIST PRETZELS 15 OZ (1111009507),12/16/2009,32,1.22,0.4026
PL TWIST PRETZELS 15 OZ (1111009507),12/23/2009,26,1.25,0.4125
PL TWIST PRETZELS 15 OZ (1111009507),12/30/2009,17,1.24,0.4092
PL TWIST PRETZELS 15 OZ (1111009507),1/6/2010,13,1.25,0.4125
PL TWIST PRETZELS 15 OZ (1111009507),1/13/2010,71,1.24,0.4092
PL TWIST PRETZELS 15 OZ (1111009507),1/20/2010,40,1.24,0.4092
PL TWIST PRETZELS 15 OZ (1111009507),1/27/2010,32,1.24,0.4092
PL TWIST PRETZELS 15 OZ (1111009507),2/3/2010,25,1.26,0.4158
PL TWIST PRETZELS 15 OZ (1111009507),2/10/2010,19,1.5,0.495
PL TWIST PRETZELS 15 OZ (1111009507),2/17/2010,6,1.5,0.495
PL TWIST PRETZELS 15 OZ (1111009507),2/24/2010,16,1.5,0.495
PL TWIST PRETZELS 15 OZ (1111009507),3/3/2010,11,1.5,0.495
PL TWIST PRETZELS 15 OZ (1111009507),3/10/2010,15,1.5,0.495
PL TWIST PRETZELS 15 OZ (1111009507),3/17/2010,7,1.5,0.495
PL TWIST PRETZELS 15 OZ (1111009507),3/24/2010,11,1.47,0.4851
PL TWIST PRETZELS 15 OZ (1111009507),3/31/2010,16,1.5,0.495
PL TWIST PRETZELS 15 OZ (1111009507),4/7/2010,21,1.48,0.4884
PL TWIST PRETZELS 15 OZ (1111009507),4/14/2010,21,1.49,0.4917
PL TWIST PRETZELS 15 OZ (1111009507),4/21/2010,11,1.47,0.4851
PL TWIST PRETZELS 15 OZ (1111009507),4/28/2010,16,1.47,0.4851
PL TWIST PRETZELS 15 OZ (1111009507),5/5/2010,14,1.49,0.4917
PL TWIST PRETZELS 15 OZ (1111009507),5/12/2010,11,1.49,0.4917
PL TWIST PRETZELS 15 OZ (1111009507),5/19/2010,15,1.5,0.495
PL TWIST PRETZELS 15 OZ (1111009507),5/26/2010,15,1.5,0.495
PL TWIST PRETZELS 15 OZ (1111009507),6/2/2010,29,1.49,0.4917
PL TWIST PRETZELS 15 OZ (1111009507),6/9/2010,16,1.5,0.495
PL TWIST PRETZELS 15 OZ (1111009507),6/16/2010,13,1.5,0.495
PL TWIST PRETZELS 15 OZ (1111009507),6/23/2010,14,1.48,0.4884
PL TWIST PRETZELS 15 OZ (1111009507),6/30/2010,22,1.49,0.4917
PL TWIST PRETZELS 15 OZ (1111009507),7/7/2010,22,1.5,0.495
PL TWIST PRETZELS 15 OZ (1111009507),7/14/2010,16,1.5,0.495
PL TWIST PRETZELS 15 OZ (1111009507),7/21/2010,16,1.48,0.4884
PL TWIST PRETZELS 15 OZ (1111009507),7/28/2010,14,1.5,0.495
PL TWIST PRETZELS 15 OZ (1111009507),8/4/2010,16,1.49,0.4917
PL TWIST PRETZELS 15 OZ (1111009507),8/11/2010,16,1.49,0.4917
PL TWIST PRETZELS 15 OZ (1111009507),8/18/2010,9,1.48,0.4884
PL TWIST PRETZELS 15 OZ (1111009507),8/25/2010,12,1.5,0.495
PL TWIST PRETZELS 15 OZ (1111009507),9/1/2010,11,1.45,0.4785
PL TWIST PRETZELS 15 OZ (1111009507),9/8/2010,16,1.46,0.4818
PL TWIST PRETZELS 15 OZ (1111009507),9/15/2010,16,1.49,0.4917
PL TWIST PRETZELS 15 OZ (1111009507),9/22/2010,17,1.5,0.495
PL TWIST PRETZELS 15 OZ (1111009507),9/29/2010,9,1.5,0.495
PL TWIST PRETZELS 15 OZ (1111009507),10/6/2010,13,1.39,0.4587
PL TWIST PRETZELS 15 OZ (1111009507),10/13/2010,16,1.38,0.4554
PL TWIST PRETZELS 15 OZ (1111009507),10/20/2010,21,1.39,0.4587
PL TWIST PRETZELS 15 OZ (1111009507),10/27/2010,13,1.38,0.4554
PL TWIST PRETZELS 15 OZ (1111009507),11/3/2010,9,1.32,0.4356
PL TWIST PRETZELS 15 OZ (1111009507),11/10/2010,19,1.37,0.4521
PL TWIST PRETZELS 15 OZ (1111009507),11/17/2010,15,1.37,0.4521
PL TWIST PRETZELS 15 OZ (1111009507),11/24/2010,14,1.38,0.4554
PL TWIST PRETZELS 15 OZ (1111009507),12/1/2010,13,1.55,0.5115
PL TWIST PRETZELS 15 OZ (1111009507),12/8/2010,11,1.55,0.5115
PL TWIST PRETZELS 15 OZ (1111009507),12/15/2010,16,1.52,0.5016
PL TWIST PRETZELS 15 OZ (1111009507),12/22/2010,16,1.5,0.495
PL TWIST PRETZELS 15 OZ (1111009507),12/29/2010,11,1.48,0.4884
PL TWIST PRETZELS 15 OZ (1111009507),1/5/2011,16,1.55,0.5115
PL TWIST PRETZELS 15 OZ (1111009507),1/12/2011,14,1.51,0.4983
PL TWIST PRETZELS 15 OZ (1111009507),1/19/2011,17,1.53,0.5049
PL TWIST PRETZELS 15 OZ (1111009507),1/26/2011,9,1.53,0.5049
PL TWIST PRETZELS 15 OZ (1111009507),2/2/2011,11,1.55,0.5115
PL TWIST PRETZELS 15 OZ (1111009507),2/9/2011,16,1.53,0.5049
PL TWIST PRETZELS 15 OZ (1111009507),2/16/2011,7,1.55,0.5115
PL TWIST PRETZELS 15 OZ (1111009507),2/23/2011,3,1.52,0.5016
PL TWIST PRETZELS 15 OZ (1111009507),3/2/2011,1,1.55,0.5115
PL TWIST PRETZELS 15 OZ (1111009507),3/9/2011,8,1.55,0.5115
PL TWIST PRETZELS 15 OZ (1111009507),3/16/2011,13,1.55,0.5115
PL TWIST PRETZELS 15 OZ (1111009507),3/23/2011,14,1.52,0.5016
PL TWIST PRETZELS 15 OZ (1111009507),3/30/2011,9,1.53,0.5049
PL TWIST PRETZELS 15 OZ (1111009507),4/6/2011,12,1.55,0.5115
PL TWIST PRETZELS 15 OZ (1111009507),4/13/2011,8,1.55,0.5115
PL TWIST PRETZELS 15 OZ (1111009507),4/20/2011,11,1.55,0.5115
PL TWIST PRETZELS 15 OZ (1111009507),4/27/2011,10,1.4,0.462
PL TWIST PRETZELS 15 OZ (1111009507),5/4/2011,17,1.54,0.5082
PL TWIST PRETZELS 15 OZ (1111009507),5/11/2011,12,1.53,0.5049
PL TWIST PRETZELS 15 OZ (1111009507),5/18/2011,12,1.54,0.5082
PL TWIST PRETZELS 15 OZ (1111009507),5/25/2011,15,1.55,0.5115
PL TWIST PRETZELS 15 OZ (1111009507),6/1/2011,20,1.55,0.5115
PL TWIST PRETZELS 15 OZ (1111009507),6/8/2011,24,1.55,0.5115
PL TWIST PRETZELS 15 OZ (1111009507),6/15/2011,12,1.55,0.5115
PL TWIST PRETZELS 15 OZ (1111009507),6/22/2011,10,1.53,0.5049
PL TWIST PRETZELS 15 OZ (1111009507),6/29/2011,10,1.55,0.5115
PL TWIST PRETZELS 15 OZ (1111009507),7/6/2011,8,1.55,0.5115
PL TWIST PRETZELS 15 OZ (1111009507),7/13/2011,21,1.54,0.5082
PL TWIST PRETZELS 15 OZ (1111009507),7/20/2011,12,1.55,0.5115
PL TWIST PRETZELS 15 OZ (1111009507),7/27/2011,6,1.55,0.5115
PL TWIST PRETZELS 15 OZ (1111009507),8/3/2011,8,1.55,0.5115
PL TWIST PRETZELS 15 OZ (1111009507),8/10/2011,7,1.55,0.5115
PL TWIST PRETZELS 15 OZ (1111009507),8/17/2011,12,1.55,0.5115
PL TWIST PRETZELS 15 OZ (1111009507),8/24/2011,11,1.56,0.5148
PL TWIST PRETZELS 15 OZ (1111009507),8/31/2011,10,1.56,0.5148
PL TWIST PRETZELS 15 OZ (1111009507),9/7/2011,15,1.55,0.5115
PL TWIST PRETZELS 15 OZ (1111009507),9/14/2011,20,1.55,0.5115
PL TWIST PRETZELS 15 OZ (1111009507),9/21/2011,7,1.55,0.5115
PL TWIST PRETZELS 15 OZ (1111009507),9/28/2011,6,1.52,0.5016
PL TWIST PRETZELS 15 OZ (1111009507),10/5/2011,7,1.55,0.5115
PL TWIST PRETZELS 15 OZ (1111009507),10/12/2011,9,1.53,0.5049
PL TWIST PRETZELS 15 OZ (1111009507),10/19/2011,10,1.63,0.5379
PL TWIST PRETZELS 15 OZ (1111009507),10/26/2011,13,1.62,0.5346
PL TWIST PRETZELS 15 OZ (1111009507),11/2/2011,10,1.62,0.5346
PL TWIST PRETZELS 15 OZ (1111009507),11/9/2011,10,1.63,0.5379
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),1/14/2009,4,3.5,1.155
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),1/28/2009,1,3.5,1.155
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),2/18/2009,1,4.49,1.4817
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),3/4/2009,1,4.49,1.4817
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),3/11/2009,1,3.99,1.3167
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),3/18/2009,1,3.99,1.3167
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),4/1/2009,1,3.99,1.3167
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),4/8/2009,1,4.49,1.4817
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),4/15/2009,1,4.49,1.4817
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),5/13/2009,1,4.49,1.4817
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),5/20/2009,1,4.49,1.4817
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),5/27/2009,1,4.49,1.4817
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),6/10/2009,1,3.06,1.0098
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),6/17/2009,1,3.06,1.0098
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),6/24/2009,2,3.06,1.0098
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),7/8/2009,2,3.06,1.0098
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),7/22/2009,1,3,0.99
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),7/29/2009,1,3,0.99
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),8/5/2009,1,3,0.99
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),8/12/2009,1,3,0.99
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),8/26/2009,1,3.06,1.0098
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),9/2/2009,1,3.06,1.0098
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),9/9/2009,2,3.06,1.0098
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),9/16/2009,1,3.06,1.0098
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),9/23/2009,3,2.96,0.9768
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),10/7/2009,2,3.06,1.0098
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),10/21/2009,3,3.06,1.0098
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),10/28/2009,1,2.75,0.9075
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),11/18/2009,1,3.06,1.0098
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),11/25/2009,1,3.06,1.0098
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),12/2/2009,1,3.06,1.0098
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),12/9/2009,2,3.06,1.0098
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),12/23/2009,1,3.06,1.0098
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),1/6/2010,2,3.06,1.0098
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),1/13/2010,1,3.06,1.0098
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),1/27/2010,2,2.91,0.9603
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),2/3/2010,3,3.06,1.0098
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),2/10/2010,3,3.06,1.0098
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),2/17/2010,1,3.06,1.0098
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),3/3/2010,1,3.06,1.0098
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),3/17/2010,1,2.84,0.9372
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),3/31/2010,1,2.99,0.9867
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),4/7/2010,2,2.99,0.9867
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),4/14/2010,1,2.99,0.9867
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),4/21/2010,3,2.89,0.9537
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),4/28/2010,2,2.99,0.9867
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),5/5/2010,1,2.99,0.9867
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),5/12/2010,2,2.99,0.9867
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),5/19/2010,2,2.99,0.9867
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),5/26/2010,3,2.99,0.9867
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),6/2/2010,1,2.99,0.9867
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),6/9/2010,1,2.99,0.9867
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),6/16/2010,3,2.79,0.9207
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),6/23/2010,2,2.99,0.9867
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),6/30/2010,3,3.17,1.0461
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),7/7/2010,1,3.17,1.0461
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),7/14/2010,1,3.17,1.0461
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),7/21/2010,2,3.17,1.0461
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),8/4/2010,1,3.17,1.0461
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),8/11/2010,1,3.17,1.0461
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),9/1/2010,1,3.17,1.0461
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),9/15/2010,2,3.17,1.0461
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),9/22/2010,2,3.17,1.0461
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),10/6/2010,3,3.17,1.0461
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),10/13/2010,1,3.17,1.0461
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),10/20/2010,1,3.17,1.0461
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),10/27/2010,1,3.17,1.0461
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),11/3/2010,1,3.17,1.0461
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),11/10/2010,1,3.17,1.0461
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),11/17/2010,1,3.17,1.0461
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),11/24/2010,1,3.17,1.0461
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),12/1/2010,3,3.06,1.0098
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),12/8/2010,1,3.17,1.0461
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),12/15/2010,1,3.17,1.0461
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),1/12/2011,2,2.99,0.9867
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),1/19/2011,2,2.99,0.9867
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),2/2/2011,3,2.99,0.9867
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),2/9/2011,1,3.17,1.0461
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),2/16/2011,1,3.17,1.0461
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),2/23/2011,1,3.17,1.0461
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),3/2/2011,2,3.17,1.0461
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),3/30/2011,3,3.06,1.0098
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),4/6/2011,3,3.17,1.0461
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),4/13/2011,1,3.17,1.0461
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),4/20/2011,1,3.17,1.0461
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),4/27/2011,1,3.17,1.0461
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),5/4/2011,2,2.99,0.9867
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),5/11/2011,3,2.99,0.9867
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),5/18/2011,1,2.99,0.9867
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),5/25/2011,1,2.99,0.9867
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),6/15/2011,1,3.19,1.0527
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),7/13/2011,4,3.29,1.0857
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),7/20/2011,2,3.29,1.0857
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),7/27/2011,1,3.29,1.0857
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),8/3/2011,4,3.29,1.0857
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),8/24/2011,1,3.29,1.0857
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),9/14/2011,1,2.99,0.9867
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),9/28/2011,1,2.99,0.9867
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),10/5/2011,1,2.99,0.9867
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),10/12/2011,2,2.99,0.9867
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),10/19/2011,1,2.99,0.9867
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),11/16/2011,1,2.84,0.9372
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),11/23/2011,2,2.99,0.9867
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),11/30/2011,1,2.99,0.9867
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),12/7/2011,1,2.99,0.9867
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),12/14/2011,1,2.99,0.9867
PL BL MINT ANTSPTC RINSE 1.5 LT (1111035398),1/4/2012,2,2.74,0.9042
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),1/14/2009,3,2.5,0.825
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),1/21/2009,2,1,0.33
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),3/4/2009,3,2.59,0.8547
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),3/11/2009,7,1.23,0.4059
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),3/18/2009,2,2.59,0.8547
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),4/8/2009,2,2.59,0.8547
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),4/15/2009,2,2.59,0.8547
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),4/22/2009,10,1.15,0.3795
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),4/29/2009,3,0.93,0.3069
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),5/6/2009,5,1,0.33
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),5/13/2009,8,0.98,0.3234
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),5/20/2009,2,2.59,0.8547
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),5/27/2009,2,2.59,0.8547
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),6/3/2009,1,1.58,0.5214
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),6/10/2009,1,1.58,0.5214
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),6/17/2009,3,1.58,0.5214
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),6/24/2009,2,1.5,0.495
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),7/1/2009,2,1.58,0.5214
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),7/15/2009,3,1.58,0.5214
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),7/22/2009,2,1.58,0.5214
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),7/29/2009,2,1.58,0.5214
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),8/5/2009,3,1.58,0.5214
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),8/12/2009,4,1.58,0.5214
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),8/19/2009,1,1.58,0.5214
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),8/26/2009,6,1.58,0.5214
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),9/2/2009,1,1.58,0.5214
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),9/9/2009,1,1.58,0.5214
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),9/16/2009,4,1.58,0.5214
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),9/23/2009,6,1.55,0.5115
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),9/30/2009,5,1.55,0.5115
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),10/7/2009,4,1.58,0.5214
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),10/14/2009,8,1.56,0.5148
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),10/21/2009,4,1.58,0.5214
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),10/28/2009,2,1.58,0.5214
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),11/4/2009,4,1.58,0.5214
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),11/11/2009,3,1.58,0.5214
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),11/18/2009,3,1.53,0.5049
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),11/25/2009,2,1.58,0.5214
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),12/2/2009,5,1.58,0.5214
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),12/9/2009,6,1.55,0.5115
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),12/16/2009,5,1.55,0.5115
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),12/23/2009,1,1.58,0.5214
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),12/30/2009,1,1.58,0.5214
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),1/6/2010,5,1.58,0.5214
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),1/13/2010,5,1.55,0.5115
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),1/20/2010,6,1.55,0.5115
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),1/27/2010,2,1.58,0.5214
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),2/3/2010,2,1.5,0.495
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),2/10/2010,4,1.58,0.5214
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),2/17/2010,3,1.53,0.5049
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),2/24/2010,7,1.56,0.5148
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),3/3/2010,1,1.58,0.5214
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),3/10/2010,4,1.58,0.5214
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),3/17/2010,4,1.58,0.5214
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),3/24/2010,2,1.5,0.495
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),3/31/2010,5,1.58,0.5214
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),4/7/2010,1,1.58,0.5214
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),4/14/2010,3,1.53,0.5049
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),4/21/2010,4,1.58,0.5214
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),5/5/2010,4,1,0.33
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),5/12/2010,4,1,0.33
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),5/19/2010,4,1,0.33
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),6/9/2010,2,1.58,0.5214
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),6/16/2010,1,1.58,0.5214
PL BL MINT ANTSPTC RINSE 500 ML (1111038078),6/23/2010,1,1.58,0.5214
